object_id_num,object_huldrsadmin_ownerSuppliedName_string,object_urn_string_sort,object_huldrsadmin_adminCategory_text_sort,object_huldrsadmin_ownerCode_string_sort,object_huldrsadmin_billingCode_string,object_mets_type_string,object_huldrsadmin_insertionDate_date,object_huldrsadmin_role_string_sort,object_mets_createDate_date,batch_huldrsadmin_batchDirectoryName_string,batch_id_num,batch_huldrsadmin_loadStartTime_date,batch_huldrsadmin_batchName_string,object_fileCount_num,object_huldrsadmin_adminFlagType_string_sort,object_huldrsadmin_accessFlag_string,object_mods_title_text_sort,object_huldrsadmin_producer_string_sort,object_objectSize_num
449390530,W4CZ5370-I1PD110290,"urn-3:FHCL:37202669, urn-3:HUL.DRS.OBJECT:37202668",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-09T12:14:16.369Z,,2018-06-22T12:11:03.389Z,batchW4CZ5370-2n,506670,2018-07-09T12:14:13.0Z,FHCL.COLL_batchW4CZ5370-2n_20180622_084407,764,,R,"bka' 'gyur/ (sog yig par ma/), བཀའ་འགྱུར། ༼སོག་ཡིག་པར་མ།༽, sog yig bka' 'gyur par ma, mongolian Kanjur",Tibetan Buddhist Resource Center,207520015
449390540,W30498-I1CZ4757,"urn-3:FHCL:37202673, urn-3:HUL.DRS.OBJECT:37202672",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-09T12:14:54.627Z,,2018-06-21T21:49:50.922Z,batchW30498-4n,506672,2018-07-09T12:14:54.0Z,FHCL.COLL_batchW30498-4n_20180621_183821,1040,,R,"bka' brten, བཀའ་བརྟེན།, bon gyi bka' brten",Tibetan Buddhist Resource Center,86072093
449394434,W4CZ5370-I1PD110291,"urn-3:FHCL:37202675, urn-3:HUL.DRS.OBJECT:37202674",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-09T12:14:57.822Z,,2018-06-22T12:12:45.391Z,batchW4CZ5370-2n,506670,2018-07-09T12:14:13.0Z,FHCL.COLL_batchW4CZ5370-2n_20180622_084407,764,,R,"bka' 'gyur/ (sog yig par ma/), བཀའ་འགྱུར། ༼སོག་ཡིག་པར་མ།༽, sog yig bka' 'gyur par ma, mongolian Kanjur",Tibetan Buddhist Resource Center,207520015
449395240,W30498-I1CZ4758,"urn-3:FHCL:37202681, urn-3:HUL.DRS.OBJECT:37202680",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-09T12:15:54.745Z,,2018-06-21T21:52:13.501Z,batchW30498-4n,506672,2018-07-09T12:14:54.0Z,FHCL.COLL_batchW30498-4n_20180621_183821,1040,,R,"bka' brten, བཀའ་བརྟེན།, bon gyi bka' brten",Tibetan Buddhist Resource Center,86072093
449398358,W4CZ5370-I1PD110292,"urn-3:FHCL:37202679, urn-3:HUL.DRS.OBJECT:37202678",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-09T12:15:51.10Z,,2018-06-22T12:14:24.918Z,batchW4CZ5370-2n,506670,2018-07-09T12:14:13.0Z,FHCL.COLL_batchW4CZ5370-2n_20180622_084407,764,,R,"bka' 'gyur/ (sog yig par ma/), བཀའ་འགྱུར། ༼སོག་ཡིག་པར་མ།༽, sog yig bka' 'gyur par ma, mongolian Kanjur",Tibetan Buddhist Resource Center,207520015
449399124,W30498-I1CZ4759,"urn-3:FHCL:37202687, urn-3:HUL.DRS.OBJECT:37202686",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-09T12:17:05.807Z,,2018-06-21T21:54:33.564Z,batchW30498-4n,506672,2018-07-09T12:14:54.0Z,FHCL.COLL_batchW30498-4n_20180621_183821,1040,,R,"bka' brten, བཀའ་བརྟེན།, bon gyi bka' brten",Tibetan Buddhist Resource Center,86072093
449400966,W4CZ5370-I1PD110293,"urn-3:FHCL:37202685, urn-3:HUL.DRS.OBJECT:37202684",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-09T12:16:44.100Z,,2018-06-22T12:16:04.732Z,batchW4CZ5370-2n,506670,2018-07-09T12:14:13.0Z,FHCL.COLL_batchW4CZ5370-2n_20180622_084407,764,,R,"bka' 'gyur/ (sog yig par ma/), བཀའ་འགྱུར། ༼སོག་ཡིག་པར་མ།༽, sog yig bka' 'gyur par ma, mongolian Kanjur",Tibetan Buddhist Resource Center,207520015
449403048,W30498-I1CZ4760,"urn-3:FHCL:37202695, urn-3:HUL.DRS.OBJECT:37202694",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-09T12:18:14.164Z,,2018-06-21T21:56:54.832Z,batchW30498-4n,506672,2018-07-09T12:14:54.0Z,FHCL.COLL_batchW30498-4n_20180621_183821,1040,,R,"bka' brten, བཀའ་བརྟེན།, bon gyi bka' brten",Tibetan Buddhist Resource Center,86072093
449404890,W4CZ5370-I1PD110294,"urn-3:FHCL:37202691, urn-3:HUL.DRS.OBJECT:37202690",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-09T12:17:35.566Z,,2018-06-22T12:17:43.782Z,batchW4CZ5370-2n,506670,2018-07-09T12:14:13.0Z,FHCL.COLL_batchW4CZ5370-2n_20180622_084407,764,,R,"bka' 'gyur/ (sog yig par ma/), བཀའ་འགྱུར། ༼སོག་ཡིག་པར་མ།༽, sog yig bka' 'gyur par ma, mongolian Kanjur",Tibetan Buddhist Resource Center,207520015
449406972,W30498-I1CZ4761,"urn-3:FHCL:37202707, urn-3:HUL.DRS.OBJECT:37202706",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-09T12:19:21.89Z,,2018-06-21T21:59:23.851Z,batchW30498-4n,506672,2018-07-09T12:14:54.0Z,FHCL.COLL_batchW30498-4n_20180621_183821,1040,,R,"bka' brten, བཀའ་བརྟེན།, bon gyi bka' brten",Tibetan Buddhist Resource Center,86072093
449408814,W4CZ5370-I1PD110295,"urn-3:FHCL:37202699, urn-3:HUL.DRS.OBJECT:37202698",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-09T12:18:24.322Z,,2018-06-22T12:19:22.759Z,batchW4CZ5370-2n,506670,2018-07-09T12:14:13.0Z,FHCL.COLL_batchW4CZ5370-2n_20180622_084407,764,,R,"bka' 'gyur/ (sog yig par ma/), བཀའ་འགྱུར། ༼སོག་ཡིག་པར་མ།༽, sog yig bka' 'gyur par ma, mongolian Kanjur",Tibetan Buddhist Resource Center,207520015
449409580,W30498-I1CZ4762,"urn-3:FHCL:37202713, urn-3:HUL.DRS.OBJECT:37202712",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-09T12:20:29.995Z,,2018-06-21T22:01:42.637Z,batchW30498-4n,506672,2018-07-09T12:14:54.0Z,FHCL.COLL_batchW30498-4n_20180621_183821,1040,,R,"bka' brten, བཀའ་བརྟེན།, bon gyi bka' brten",Tibetan Buddhist Resource Center,86072093
449411612,W4CZ5370-I1PD110296,"urn-3:FHCL:37202705, urn-3:HUL.DRS.OBJECT:37202704",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-09T12:19:14.644Z,,2018-06-22T12:21:01.647Z,batchW4CZ5370-2n,506670,2018-07-09T12:14:13.0Z,FHCL.COLL_batchW4CZ5370-2n_20180622_084407,764,,R,"bka' 'gyur/ (sog yig par ma/), བཀའ་འགྱུར། ༼སོག་ཡིག་པར་མ།༽, sog yig bka' 'gyur par ma, mongolian Kanjur",Tibetan Buddhist Resource Center,207520015
449413504,W4CZ5370-I1PD110297,"urn-3:FHCL:37202711, urn-3:HUL.DRS.OBJECT:37202710",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-09T12:20:00.170Z,,2018-06-22T12:22:40.550Z,batchW4CZ5370-2n,506670,2018-07-09T12:14:13.0Z,FHCL.COLL_batchW4CZ5370-2n_20180622_084407,764,,R,"bka' 'gyur/ (sog yig par ma/), བཀའ་འགྱུར། ༼སོག་ཡིག་པར་མ།༽, sog yig bka' 'gyur par ma, mongolian Kanjur",Tibetan Buddhist Resource Center,207520015
449414270,W30498-I1CZ4763,"urn-3:FHCL:37202721, urn-3:HUL.DRS.OBJECT:37202720",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-09T12:21:41.848Z,,2018-06-21T22:04:01.373Z,batchW30498-4n,506672,2018-07-09T12:14:54.0Z,FHCL.COLL_batchW30498-4n_20180621_183821,1040,,R,"bka' brten, བཀའ་བརྟེན།, bon gyi bka' brten",Tibetan Buddhist Resource Center,86072093
449417428,W4CZ5370-I1PD110298,"urn-3:FHCL:37202719, urn-3:HUL.DRS.OBJECT:37202718",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-09T12:20:52.73Z,,2018-06-22T12:24:19.790Z,batchW4CZ5370-2n,506670,2018-07-09T12:14:13.0Z,FHCL.COLL_batchW4CZ5370-2n_20180622_084407,764,,R,"bka' 'gyur/ (sog yig par ma/), བཀའ་འགྱུར། ༼སོག་ཡིག་པར་མ།༽, sog yig bka' 'gyur par ma, mongolian Kanjur",Tibetan Buddhist Resource Center,207520015
449418194,W30498-I1CZ4764,"urn-3:FHCL:37202733, urn-3:HUL.DRS.OBJECT:37202732",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-09T12:22:51.315Z,,2018-06-21T22:06:19.4Z,batchW30498-4n,506672,2018-07-09T12:14:54.0Z,FHCL.COLL_batchW30498-4n_20180621_183821,1040,,R,"bka' brten, བཀའ་བརྟེན།, bon gyi bka' brten",Tibetan Buddhist Resource Center,86072093
449420436,W4CZ5370-I1PD110299,"urn-3:FHCL:37202723, urn-3:HUL.DRS.OBJECT:37202722",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-09T12:21:44.780Z,,2018-06-22T12:25:58.616Z,batchW4CZ5370-2n,506670,2018-07-09T12:14:13.0Z,FHCL.COLL_batchW4CZ5370-2n_20180622_084407,764,,R,"bka' 'gyur/ (sog yig par ma/), བཀའ་འགྱུར། ༼སོག་ཡིག་པར་མ།༽, sog yig bka' 'gyur par ma, mongolian Kanjur",Tibetan Buddhist Resource Center,207520015
449422118,W30498-I1CZ4765,"urn-3:FHCL:37202741, urn-3:HUL.DRS.OBJECT:37202740",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-09T12:24:36.280Z,,2018-06-21T22:08:38.51Z,batchW30498-4n,506672,2018-07-09T12:14:54.0Z,FHCL.COLL_batchW30498-4n_20180621_183821,1040,,R,"bka' brten, བཀའ་བརྟེན།, bon gyi bka' brten",Tibetan Buddhist Resource Center,86072093
449423160,W4CZ5370-I1PD110300,"urn-3:FHCL:37202729, urn-3:HUL.DRS.OBJECT:37202728",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-09T12:22:35.679Z,,2018-06-22T12:27:37.604Z,batchW4CZ5370-2n,506670,2018-07-09T12:14:13.0Z,FHCL.COLL_batchW4CZ5370-2n_20180622_084407,764,,R,"bka' 'gyur/ (sog yig par ma/), བཀའ་འགྱུར། ༼སོག་ཡིག་པར་མ།༽, sog yig bka' 'gyur par ma, mongolian Kanjur",Tibetan Buddhist Resource Center,207520015
449426042,W4CZ5370-I1PD110301,"urn-3:FHCL:37202735, urn-3:HUL.DRS.OBJECT:37202734",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-09T12:23:44.658Z,,2018-06-22T12:29:16.442Z,batchW4CZ5370-2n,506670,2018-07-09T12:14:13.0Z,FHCL.COLL_batchW4CZ5370-2n_20180622_084407,764,,R,"bka' 'gyur/ (sog yig par ma/), བཀའ་འགྱུར། ༼སོག་ཡིག་པར་མ།༽, sog yig bka' 'gyur par ma, mongolian Kanjur",Tibetan Buddhist Resource Center,207520015
449426808,W30498-I1CZ4766,"urn-3:FHCL:37202749, urn-3:HUL.DRS.OBJECT:37202748",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-09T12:26:18.636Z,,2018-06-21T22:11:01.38Z,batchW30498-4n,506672,2018-07-09T12:14:54.0Z,FHCL.COLL_batchW30498-4n_20180621_183821,1040,,R,"bka' brten, བཀའ་བརྟེན།, bon gyi bka' brten",Tibetan Buddhist Resource Center,86072093
449428650,W4CZ5370-I1PD110302,"urn-3:FHCL:37202743, urn-3:HUL.DRS.OBJECT:37202742",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-09T12:24:57.648Z,,2018-06-22T12:30:55.414Z,batchW4CZ5370-2n,506670,2018-07-09T12:14:13.0Z,FHCL.COLL_batchW4CZ5370-2n_20180622_084407,764,,R,"bka' 'gyur/ (sog yig par ma/), བཀའ་འགྱུར། ༼སོག་ཡིག་པར་མ།༽, sog yig bka' 'gyur par ma, mongolian Kanjur",Tibetan Buddhist Resource Center,207520015
449430732,W30498-I1CZ4767,"urn-3:FHCL:37202759, urn-3:HUL.DRS.OBJECT:37202758",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-09T12:28:01.920Z,,2018-06-21T22:13:28.370Z,batchW30498-4n,506672,2018-07-09T12:14:54.0Z,FHCL.COLL_batchW30498-4n_20180621_183821,1040,,R,"bka' brten, བཀའ་བརྟེན།, bon gyi bka' brten",Tibetan Buddhist Resource Center,86072093
449432574,W4CZ5370-I1PD110303,"urn-3:FHCL:37202751, urn-3:HUL.DRS.OBJECT:37202750",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-09T12:26:25.297Z,,2018-06-22T12:32:34.293Z,batchW4CZ5370-2n,506670,2018-07-09T12:14:13.0Z,FHCL.COLL_batchW4CZ5370-2n_20180622_084407,764,,R,"bka' 'gyur/ (sog yig par ma/), བཀའ་འགྱུར། ༼སོག་ཡིག་པར་མ།༽, sog yig bka' 'gyur par ma, mongolian Kanjur",Tibetan Buddhist Resource Center,207520015
449433340,W30498-I1CZ4768,"urn-3:FHCL:37202767, urn-3:HUL.DRS.OBJECT:37202766",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-09T12:29:49.875Z,,2018-06-21T22:15:47.700Z,batchW30498-4n,506672,2018-07-09T12:14:54.0Z,FHCL.COLL_batchW30498-4n_20180621_183821,1040,,R,"bka' brten, བཀའ་བརྟེན།, bon gyi bka' brten",Tibetan Buddhist Resource Center,86072093
449436498,W4CZ5370-I1PD110304,"urn-3:FHCL:37202755, urn-3:HUL.DRS.OBJECT:37202754",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-09T12:27:33.307Z,,2018-06-22T12:34:13.549Z,batchW4CZ5370-2n,506670,2018-07-09T12:14:13.0Z,FHCL.COLL_batchW4CZ5370-2n_20180622_084407,764,,R,"bka' 'gyur/ (sog yig par ma/), བཀའ་འགྱུར། ༼སོག་ཡིག་པར་མ།༽, sog yig bka' 'gyur par ma, mongolian Kanjur",Tibetan Buddhist Resource Center,207520015
449437264,W30498-I1CZ4769,"urn-3:FHCL:37202777, urn-3:HUL.DRS.OBJECT:37202776",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-09T12:31:49.521Z,,2018-06-21T22:18:07.77Z,batchW30498-4n,506672,2018-07-09T12:14:54.0Z,FHCL.COLL_batchW30498-4n_20180621_183821,1040,,R,"bka' brten, བཀའ་བརྟེན།, bon gyi bka' brten",Tibetan Buddhist Resource Center,86072093
449438306,W4CZ5370-I1PD110305,"urn-3:FHCL:37202763, urn-3:HUL.DRS.OBJECT:37202762",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-09T12:28:52.474Z,,2018-06-22T12:35:52.994Z,batchW4CZ5370-2n,506670,2018-07-09T12:14:13.0Z,FHCL.COLL_batchW4CZ5370-2n_20180622_084407,764,,R,"bka' 'gyur/ (sog yig par ma/), བཀའ་འགྱུར། ༼སོག་ཡིག་པར་མ།༽, sog yig bka' 'gyur par ma, mongolian Kanjur",Tibetan Buddhist Resource Center,207520015
449441188,W30498-I1CZ4770,"urn-3:FHCL:37202787, urn-3:HUL.DRS.OBJECT:37202786",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-09T12:33:29.318Z,,2018-06-21T22:20:32.685Z,batchW30498-4n,506672,2018-07-09T12:14:54.0Z,FHCL.COLL_batchW30498-4n_20180621_183821,1040,,R,"bka' brten, བཀའ་བརྟེན།, bon gyi bka' brten",Tibetan Buddhist Resource Center,86072093
449441688,W4CZ5370-I1PD110306,"urn-3:FHCL:37202769, urn-3:HUL.DRS.OBJECT:37202768",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-09T12:30:10.875Z,,2018-06-22T12:37:32.188Z,batchW4CZ5370-2n,506670,2018-07-09T12:14:13.0Z,FHCL.COLL_batchW4CZ5370-2n_20180622_084407,764,,R,"bka' 'gyur/ (sog yig par ma/), བཀའ་འགྱུར། ༼སོག་ཡིག་པར་མ།༽, sog yig bka' 'gyur par ma, mongolian Kanjur",Tibetan Buddhist Resource Center,207520015
449445112,W4CZ5370-I1PD110307,"urn-3:FHCL:37202775, urn-3:HUL.DRS.OBJECT:37202774",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-09T12:31:43.43Z,,2018-06-22T12:39:11.408Z,batchW4CZ5370-2n,506670,2018-07-09T12:14:13.0Z,FHCL.COLL_batchW4CZ5370-2n_20180622_084407,764,,R,"bka' 'gyur/ (sog yig par ma/), བཀའ་འགྱུར། ༼སོག་ཡིག་པར་མ།༽, sog yig bka' 'gyur par ma, mongolian Kanjur",Tibetan Buddhist Resource Center,207520015
449445772,W30498-I1CZ4771,"urn-3:FHCL:37202795, urn-3:HUL.DRS.OBJECT:37202794",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-09T12:35:12.955Z,,2018-06-21T22:22:51.803Z,batchW30498-4n,506672,2018-07-09T12:14:54.0Z,FHCL.COLL_batchW30498-4n_20180621_183821,1040,,R,"bka' brten, བཀའ་བརྟེན།, bon gyi bka' brten",Tibetan Buddhist Resource Center,86072093
449449036,W4CZ5370-I1PD110308,"urn-3:FHCL:37202783, urn-3:HUL.DRS.OBJECT:37202782",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-09T12:32:55.370Z,,2018-06-22T12:40:50.56Z,batchW4CZ5370-2n,506670,2018-07-09T12:14:13.0Z,FHCL.COLL_batchW4CZ5370-2n_20180622_084407,764,,R,"bka' 'gyur/ (sog yig par ma/), བཀའ་འགྱུར། ༼སོག་ཡིག་པར་མ།༽, sog yig bka' 'gyur par ma, mongolian Kanjur",Tibetan Buddhist Resource Center,207520015
449449802,W30498-I1CZ4772,"urn-3:FHCL:37202801, urn-3:HUL.DRS.OBJECT:37202800",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-09T12:37:37.969Z,,2018-06-21T22:25:13.600Z,batchW30498-4n,506672,2018-07-09T12:14:54.0Z,FHCL.COLL_batchW30498-4n_20180621_183821,1040,,R,"bka' brten, བཀའ་བརྟེན།, bon gyi bka' brten",Tibetan Buddhist Resource Center,86072093
449451644,W4CZ5370-I1PD110309,"urn-3:FHCL:37202789, urn-3:HUL.DRS.OBJECT:37202788",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-09T12:34:27.857Z,,2018-06-22T12:42:29.5Z,batchW4CZ5370-2n,506670,2018-07-09T12:14:13.0Z,FHCL.COLL_batchW4CZ5370-2n_20180622_084407,764,,R,"bka' 'gyur/ (sog yig par ma/), བཀའ་འགྱུར། ༼སོག་ཡིག་པར་མ།༽, sog yig bka' 'gyur par ma, mongolian Kanjur",Tibetan Buddhist Resource Center,207520015
