object_id_num,object_huldrsadmin_ownerSuppliedName_string,object_urn_string_sort,object_huldrsadmin_adminCategory_text_sort,object_huldrsadmin_ownerCode_string_sort,object_huldrsadmin_billingCode_string,object_mets_type_string,object_huldrsadmin_insertionDate_date,object_huldrsadmin_role_string_sort,batch_huldrsadmin_batchDirectoryName_string,batch_id_num,batch_huldrsadmin_loadStartTime_date,batch_huldrsadmin_batchName_string,object_fileCount_num,object_huldrsadmin_adminFlagType_string_sort,object_huldrsadmin_accessFlag_string,object_mods_title_text_sort,object_huldrsadmin_producer_string_sort,object_objectSize_num
449065332,W30532-6348,"urn-3:FHCL:37202191, urn-3:HUL.DRS.OBJECT:37202190",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-07T15:03:31.689Z,,batchW30532-1n,505689,2018-07-07T15:03:29.0Z,FHCL.COLL_batchW30532-1n_20180705_153850,622,,R,"bka' 'gyur/ (sde dge/), བཀའ་འགྱུར། ༼སྡེ་དགེ།༽",Tibetan Buddhist Resource Center,20295198
449065956,W30532-6349,"urn-3:FHCL:37202193, urn-3:HUL.DRS.OBJECT:37202192",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-07T15:04:07.80Z,,batchW30532-1n,505689,2018-07-07T15:03:29.0Z,FHCL.COLL_batchW30532-1n_20180705_153850,622,,R,"bka' 'gyur/ (sde dge/), བཀའ་འགྱུར། ༼སྡེ་དགེ།༽",Tibetan Buddhist Resource Center,20295198
449066580,W30532-6350,"urn-3:FHCL:37202195, urn-3:HUL.DRS.OBJECT:37202194",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-07T15:04:47.554Z,,batchW30532-1n,505689,2018-07-07T15:03:29.0Z,FHCL.COLL_batchW30532-1n_20180705_153850,622,,R,"bka' 'gyur/ (sde dge/), བཀའ་འགྱུར། ༼སྡེ་དགེ།༽",Tibetan Buddhist Resource Center,20295198
449067204,W30532-6351,"urn-3:FHCL:37202197, urn-3:HUL.DRS.OBJECT:37202196",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-07T15:05:28.115Z,,batchW30532-1n,505689,2018-07-07T15:03:29.0Z,FHCL.COLL_batchW30532-1n_20180705_153850,622,,R,"bka' 'gyur/ (sde dge/), བཀའ་འགྱུར། ༼སྡེ་དགེ།༽",Tibetan Buddhist Resource Center,20295198
449067828,W30532-6352,"urn-3:FHCL:37202199, urn-3:HUL.DRS.OBJECT:37202198",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-07T15:06:09.347Z,,batchW30532-1n,505689,2018-07-07T15:03:29.0Z,FHCL.COLL_batchW30532-1n_20180705_153850,622,,R,"bka' 'gyur/ (sde dge/), བཀའ་འགྱུར། ༼སྡེ་དགེ།༽",Tibetan Buddhist Resource Center,20295198
449068452,W30532-6353,"urn-3:FHCL:37202201, urn-3:HUL.DRS.OBJECT:37202200",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-07T15:06:50.162Z,,batchW30532-1n,505689,2018-07-07T15:03:29.0Z,FHCL.COLL_batchW30532-1n_20180705_153850,622,,R,"bka' 'gyur/ (sde dge/), བཀའ་འགྱུར། ༼སྡེ་དགེ།༽",Tibetan Buddhist Resource Center,20295198
449069076,W30532-6355,"urn-3:FHCL:37202203, urn-3:HUL.DRS.OBJECT:37202202",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-07T15:07:31.938Z,,batchW30532-1n,505689,2018-07-07T15:03:29.0Z,FHCL.COLL_batchW30532-1n_20180705_153850,622,,R,"bka' 'gyur/ (sde dge/), བཀའ་འགྱུར། ༼སྡེ་དགེ།༽",Tibetan Buddhist Resource Center,20295198
449069700,W30532-6356,"urn-3:FHCL:37202205, urn-3:HUL.DRS.OBJECT:37202204",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-07T15:08:11.919Z,,batchW30532-1n,505689,2018-07-07T15:03:29.0Z,FHCL.COLL_batchW30532-1n_20180705_153850,622,,R,"bka' 'gyur/ (sde dge/), བཀའ་འགྱུར། ༼སྡེ་དགེ།༽",Tibetan Buddhist Resource Center,20295198
449070324,W30532-6357,"urn-3:FHCL:37202207, urn-3:HUL.DRS.OBJECT:37202206",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-07T15:08:53.432Z,,batchW30532-1n,505689,2018-07-07T15:03:29.0Z,FHCL.COLL_batchW30532-1n_20180705_153850,622,,R,"bka' 'gyur/ (sde dge/), བཀའ་འགྱུར། ༼སྡེ་དགེ།༽",Tibetan Buddhist Resource Center,20295198
449070948,W30532-6358,"urn-3:FHCL:37202209, urn-3:HUL.DRS.OBJECT:37202208",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-07T15:09:35.385Z,,batchW30532-1n,505689,2018-07-07T15:03:29.0Z,FHCL.COLL_batchW30532-1n_20180705_153850,622,,R,"bka' 'gyur/ (sde dge/), བཀའ་འགྱུར། ༼སྡེ་དགེ།༽",Tibetan Buddhist Resource Center,20295198
449071572,W30532-6359,"urn-3:FHCL:37202211, urn-3:HUL.DRS.OBJECT:37202210",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-07T15:10:15.269Z,,batchW30532-1n,505689,2018-07-07T15:03:29.0Z,FHCL.COLL_batchW30532-1n_20180705_153850,622,,R,"bka' 'gyur/ (sde dge/), བཀའ་འགྱུར། ༼སྡེ་དགེ།༽",Tibetan Buddhist Resource Center,20295198
449072196,W30532-6360,"urn-3:FHCL:37202213, urn-3:HUL.DRS.OBJECT:37202212",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-07T15:10:57.255Z,,batchW30532-1n,505689,2018-07-07T15:03:29.0Z,FHCL.COLL_batchW30532-1n_20180705_153850,622,,R,"bka' 'gyur/ (sde dge/), བཀའ་འགྱུར། ༼སྡེ་དགེ།༽",Tibetan Buddhist Resource Center,20295198
449072820,W30532-6361,"urn-3:FHCL:37202215, urn-3:HUL.DRS.OBJECT:37202214",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-07T15:11:38.479Z,,batchW30532-1n,505689,2018-07-07T15:03:29.0Z,FHCL.COLL_batchW30532-1n_20180705_153850,622,,R,"bka' 'gyur/ (sde dge/), བཀའ་འགྱུར། ༼སྡེ་དགེ།༽",Tibetan Buddhist Resource Center,20295198
449073444,W30532-6362,"urn-3:FHCL:37202217, urn-3:HUL.DRS.OBJECT:37202216",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-07T15:12:18.436Z,,batchW30532-1n,505689,2018-07-07T15:03:29.0Z,FHCL.COLL_batchW30532-1n_20180705_153850,622,,R,"bka' 'gyur/ (sde dge/), བཀའ་འགྱུར། ༼སྡེ་དགེ།༽",Tibetan Buddhist Resource Center,20295198
449074068,W30532-6363,"urn-3:FHCL:37202219, urn-3:HUL.DRS.OBJECT:37202218",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-07T15:12:59.955Z,,batchW30532-1n,505689,2018-07-07T15:03:29.0Z,FHCL.COLL_batchW30532-1n_20180705_153850,622,,R,"bka' 'gyur/ (sde dge/), བཀའ་འགྱུར། ༼སྡེ་དགེ།༽",Tibetan Buddhist Resource Center,20295198
449074692,W30532-6365,"urn-3:FHCL:37202221, urn-3:HUL.DRS.OBJECT:37202220",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-07T15:13:38.697Z,,batchW30532-1n,505689,2018-07-07T15:03:29.0Z,FHCL.COLL_batchW30532-1n_20180705_153850,622,,R,"bka' 'gyur/ (sde dge/), བཀའ་འགྱུར། ༼སྡེ་དགེ།༽",Tibetan Buddhist Resource Center,20295198
449075316,W30532-6366,"urn-3:FHCL:37202223, urn-3:HUL.DRS.OBJECT:37202222",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-07T15:14:19.743Z,,batchW30532-1n,505689,2018-07-07T15:03:29.0Z,FHCL.COLL_batchW30532-1n_20180705_153850,622,,R,"bka' 'gyur/ (sde dge/), བཀའ་འགྱུར། ༼སྡེ་དགེ།༽",Tibetan Buddhist Resource Center,20295198
449075940,W30532-6368,"urn-3:FHCL:37202225, urn-3:HUL.DRS.OBJECT:37202224",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-07T15:14:58.255Z,,batchW30532-1n,505689,2018-07-07T15:03:29.0Z,FHCL.COLL_batchW30532-1n_20180705_153850,622,,R,"bka' 'gyur/ (sde dge/), བཀའ་འགྱུར། ༼སྡེ་དགེ།༽",Tibetan Buddhist Resource Center,20295198
449076564,W30532-6410,"urn-3:FHCL:37202227, urn-3:HUL.DRS.OBJECT:37202226",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-07T15:15:37.61Z,,batchW30532-1n,505689,2018-07-07T15:03:29.0Z,FHCL.COLL_batchW30532-1n_20180705_153850,622,,R,"bka' 'gyur/ (sde dge/), བཀའ་འགྱུར། ༼སྡེ་དགེ།༽",Tibetan Buddhist Resource Center,20295198
449077188,W30532-6431,"urn-3:FHCL:37202229, urn-3:HUL.DRS.OBJECT:37202228",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-07T15:16:17.831Z,,batchW30532-1n,505689,2018-07-07T15:03:29.0Z,FHCL.COLL_batchW30532-1n_20180705_153850,622,,R,"bka' 'gyur/ (sde dge/), བཀའ་འགྱུར། ༼སྡེ་དགེ།༽",Tibetan Buddhist Resource Center,20295198
449187225,W8140-I1KG3189,"urn-3:FHCL:37202325, urn-3:HUL.DRS.OBJECT:37202322",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-07T18:42:10.779Z,,batchW8140-1n,505698,2018-07-07T18:42:08.0Z,FHCL.COLL_batchW8140-1n_20180622_185658,46,,R,"rje btsun dam pa shes rab bkra shis pa'i rnam par thar pa lhag bsam sprin gyi sgra dbyangs rna ba'i dga' ston byin rlabs myur 'jug, རྗེ་བཙུན་དམ་པ་ཤེས་རབ་བཀྲ་ཤིས་པའི་རྣམ་པར་ཐར་པ་ལྷག་བསམ་སྤྲིན་གྱི་སྒྲ་དབྱངས་རྣ་བའི་དགའ་སྟོན་བྱིན་རླབས་མྱུར་འཇུག, shes rab bkra shis kyi rnam thar",Tibetan Buddhist Resource Center,2467615
449187273,W8479-I1CZ2151,"urn-3:FHCL:37202327, urn-3:HUL.DRS.OBJECT:37202324",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-07T18:42:11.106Z,,batchW8479-1n,505700,2018-07-07T18:42:10.0Z,FHCL.COLL_batchW8479-1n_20180621_114143,124,,R,"shes rab kyi pha rol tu phyin pa nyams su len pa'i lam gyi rim pa, ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ཉམས་སུ་ལེན་པའི་ལམ་གྱི་རིམ་པ, phar phyin nyams su len pa'i lam rim",Tibetan Buddhist Resource Center,14206706
449187313,W8145-I1KG12387,"urn-3:FHCL:37202326, urn-3:HUL.DRS.OBJECT:37202323",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-07T18:42:11.22Z,,batchW8145-1n,505699,2018-07-07T18:42:10.0Z,FHCL.COLL_batchW8145-1n_20180622_185747,102,,R,"bsam gzugs kyi mtha' dpyod legs bshad mdzod kyi sgo 'byed, བསམ་གཟུགས་ཀྱི་མཐའ་དཔྱོད་ལེགས་བཤད་མཛོད་ཀྱི་སྒོ་འབྱེད།, bsam gzugs kyi mtha' dpyod, otani 13974, sras bsam gzugs",Tibetan Buddhist Resource Center,26214188
449187503,W8881-2244,"urn-3:FHCL:37202329, urn-3:HUL.DRS.OBJECT:37202328",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-07T18:44:12.818Z,,batchW8881-1n,505701,2018-07-07T18:44:12.0Z,FHCL.COLL_batchW8881-1n_20180621_123133,492,,R,"rdor sems thugs kyi me lon and thugs rje chen po rtsa gsum snin tig : liturgico-contemplative practices and prophecies, rdor sems thugs kyi me long dang thugs rje chen po rtsa gsum snying thig, thugs rje chen po rtsa gsum snying thig",Tibetan Buddhist Resource Center,12062257
