object_id_num,object_huldrsadmin_ownerSuppliedName_string,object_urn_string_sort,object_huldrsadmin_adminCategory_text_sort,object_huldrsadmin_ownerCode_string_sort,object_huldrsadmin_billingCode_string,object_mets_type_string,object_huldrsadmin_insertionDate_date,object_huldrsadmin_role_string_sort,batch_huldrsadmin_batchDirectoryName_string,batch_id_num,batch_huldrsadmin_loadStartTime_date,batch_huldrsadmin_batchName_string,object_fileCount_num,object_huldrsadmin_adminFlagType_string_sort,object_huldrsadmin_accessFlag_string,object_mods_title_text_sort,object_huldrsadmin_producer_string_sort,object_objectSize_num
450317010,W21496-I2DB57194,"urn-3:FHCL:37228346, urn-3:HUL.DRS.OBJECT:37228344",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-14T19:39:06.529Z,,batchW21496-1-4f,511671,2018-07-14T19:39:03.0Z,FHCL.COLL_batchW21496-1-4f_20180713_200004,70,,R,"rtser snyeg (dus deb/), climbing, རྩེར་སྙེག ༼དུས་དེབ།༽",Tibetan Buddhist Resource Center,85802914
450317020,W20819-I1PD35680,"urn-3:FHCL:37228347, urn-3:HUL.DRS.OBJECT:37228345",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-14T19:39:06.531Z,,batchW20819-1-60,511670,2018-07-14T19:39:03.0Z,FHCL.COLL_batchW20819-1-60_20180713_194704,96,,R,"bod ljongs nang bstan/ (dus deb/), བོད་ལྗོངས་ནང་བསྟན། ༼དུས་དེབ།༽",Tibetan Buddhist Resource Center,12312712
450317180,W21508-I1KG8688,"urn-3:FHCL:37228349, urn-3:HUL.DRS.OBJECT:37228348",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-14T19:41:07.457Z,,batchW21508-1-63,511672,2018-07-14T19:41:07.0Z,FHCL.COLL_batchW21508-1-63_20180713_200330,572,,R,"bka' ma shin tu rgyas pa, བཀའ་མ་ཤིན་ཏུ་རྒྱས་པ།",Tibetan Buddhist Resource Center,45640805
450317754,W22703-5420,"urn-3:FHCL:37228351, urn-3:HUL.DRS.OBJECT:37228350",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-14T19:47:32.746Z,,batchW22703-1-e8,511673,2018-07-14T19:47:32.0Z,FHCL.COLL_batchW22703-1-e8_20180713_224430,770,,R,"bka' 'gyur (snar thang), Narthang Kanjur, བཀའ་འགྱུར ༼སྣར་ཐང༽",Tibetan Buddhist Resource Center,21195206
450318526,W22703-5444,"urn-3:FHCL:37228353, urn-3:HUL.DRS.OBJECT:37228352",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-14T19:48:13.346Z,,batchW22703-1-e8,511673,2018-07-14T19:47:32.0Z,FHCL.COLL_batchW22703-1-e8_20180713_224430,770,,R,"bka' 'gyur (snar thang), Narthang Kanjur, བཀའ་འགྱུར ༼སྣར་ཐང༽",Tibetan Buddhist Resource Center,21195206
450319298,W22703-5483,"urn-3:FHCL:37228355, urn-3:HUL.DRS.OBJECT:37228354",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-14T19:49:03.369Z,,batchW22703-1-e8,511673,2018-07-14T19:47:32.0Z,FHCL.COLL_batchW22703-1-e8_20180713_224430,770,,R,"bka' 'gyur (snar thang), Narthang Kanjur, བཀའ་འགྱུར ༼སྣར་ཐང༽",Tibetan Buddhist Resource Center,21195206
450320070,W22703-5494,"urn-3:FHCL:37228357, urn-3:HUL.DRS.OBJECT:37228356",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-14T19:49:53.273Z,,batchW22703-1-e8,511673,2018-07-14T19:47:32.0Z,FHCL.COLL_batchW22703-1-e8_20180713_224430,770,,R,"bka' 'gyur (snar thang), Narthang Kanjur, བཀའ་འགྱུར ༼སྣར་ཐང༽",Tibetan Buddhist Resource Center,21195206
450320842,W26071-4029,"urn-3:FHCL:37228359, urn-3:HUL.DRS.OBJECT:37228358",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-14T20:00:52.32Z,,batchW26071-1-3b,511674,2018-07-14T20:00:51.0Z,FHCL.COLL_batchW26071-1-3b_20180713_162034,1120,,R,"bka' 'gyur (lha sa), Lhasa Kanjur, བཀའ་འགྱུར ༼ལྷ་ས༽",Tibetan Buddhist Resource Center,24169230
450321964,W26071-4052,"urn-3:FHCL:37228361, urn-3:HUL.DRS.OBJECT:37228360",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-14T20:01:53.925Z,,batchW26071-1-3b,511674,2018-07-14T20:00:51.0Z,FHCL.COLL_batchW26071-1-3b_20180713_162034,1120,,R,"bka' 'gyur (lha sa), Lhasa Kanjur, བཀའ་འགྱུར ༼ལྷ་ས༽",Tibetan Buddhist Resource Center,24169230
450323086,W26071-4070,"urn-3:FHCL:37228363, urn-3:HUL.DRS.OBJECT:37228362",Buddhist Digital Resource Center,FHCL.COLL,FHCL.COLL.TBRC_0001,PDS DOCUMENT,2018-07-14T20:03:09.812Z,,batchW26071-1-3b,511674,2018-07-14T20:00:51.0Z,FHCL.COLL_batchW26071-1-3b_20180713_162034,1120,,R,"bka' 'gyur (lha sa), Lhasa Kanjur, བཀའ་འགྱུར ༼ལྷ་ས༽",Tibetan Buddhist Resource Center,24169230
